option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.4469795,0.3182848,0.2889236,0.7149781,0.6643542,0.2483566,6.248127
alt2,0.5880676,0.6009769,0.4986483,0.6811149,0.4925133,0.6670845,1.554984
alt2,0.5661657,0.5781155,0.4833395,0.6924553,0.4175123,0.6594058,2.40969
alt2,0.446525,0.363778,0.3692736,0.6682623,0.6058205,0.2254906,2.345523
alt2,0.5046297,0.5320638,0.5170439,0.606643,0.5883811,0.2790166,2.375571
alt2,0.5603556,0.6589845,0.5169191,0.6350785,0.3910879,0.599708,1.763801
alt2,0.4368208,0.4130259,0.3956689,0.6080683,0.5631881,0.2041528,1.231652
alt2,0.6343922,1.001845,0.7724127,0.6286871,0.4177063,0.3513098,1.787727
alt2,0.4258339,0.4128367,0.3327329,0.6035947,0.5790884,0.2009167,1.383347
alt2,0.5160567,0.6613414,0.5477638,0.6090682,0.3736676,0.3884427,1.314748
alt2,0.4116182,0.4390919,0.3320987,0.5552777,0.535499,0.1961238,0.7591428
alt2,0.4104863,0.4594803,0.3372847,0.5674311,0.4860984,0.2021371,0.8333312
alt2,0.4048661,0.4619307,0.3766893,0.5352896,0.4670718,0.1833491,1.131596

